workerid,condition,item,response,rt,stimulus,trial_index
57,moral,justin-standards,7,4702,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
57,moral,justin-calm,7,8495,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
57,moral,justin-upset,1,5469,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
57,moral,nate-conflicted,1,4654,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
57,moral,nate-reservations,7,4189,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
57,moral,nate-certain,7,5413,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
57,moral,nate-far,7,8703,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
57,moral,nate-principles,4,9023,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
57,moral,nate-deep,5,6946,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
57,moral,nate-standards,5,4890,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
57,moral,nate-calm,1,6864,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
57,moral,nate-upset,1,6698,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
57,moral,manipulation_check_justin,7,3582,<p>How quickly did Justin make his decision?</p><br>,23
57,moral,manipulation_check_nate,1,2349,<p>How quickly did Nate make his decision?</p><br>,24
127,moral,vignette,0,56757,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
127,moral,manipulation_check_justin,7,9657,<p>How quickly did Justin make his decision?</p><br>,3
127,moral,manipulation_check_nate,1,2907,<p>How quickly did Nate make his decision?</p><br>,4
127,moral,justin-conflicted,6,16341,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
127,moral,justin-reservations,2,11408,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
127,moral,justin-certain,2,14503,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
127,moral,justin-far,5,34355,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
127,moral,justin-principles,5,8354,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
127,moral,justin-deep,6,9250,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
127,moral,justin-standards,6,5419,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
127,moral,justin-calm,7,18643,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
127,moral,justin-upset,5,9287,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
127,moral,nate-conflicted,2,8677,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
127,moral,nate-reservations,6,11792,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
127,moral,nate-certain,3,8444,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
127,moral,nate-far,6,9863,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
127,moral,nate-principles,3,50439,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
127,moral,nate-deep,6,5861,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
127,moral,nate-standards,5,5146,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
127,moral,nate-calm,2,8328,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
127,moral,nate-upset,1,7507,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
127,moral,manipulation_check_justin,7,4841,<p>How quickly did Justin make his decision?</p><br>,23
127,moral,manipulation_check_nate,1,4212,<p>How quickly did Nate make his decision?</p><br>,24
103,moral,vignette,0,69493,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
103,moral,manipulation_check_justin,7,6838,<p>How quickly did Justin make his decision?</p><br>,3
103,moral,manipulation_check_nate,1,3772,<p>How quickly did Nate make his decision?</p><br>,4
103,moral,justin-conflicted,7,8468,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
103,moral,justin-reservations,2,9800,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
103,moral,justin-certain,1,7125,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
103,moral,justin-far,2,19477,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
103,moral,justin-principles,7,6581,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
103,moral,justin-deep,7,23695,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
103,moral,justin-standards,7,5666,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
103,moral,justin-calm,6,7392,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
103,moral,justin-upset,1,7102,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
103,moral,nate-conflicted,1,4669,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
103,moral,nate-reservations,7,17218,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
103,moral,nate-certain,5,14424,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
103,moral,nate-far,6,22453,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
103,moral,nate-principles,5,7432,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
103,moral,nate-deep,5,5489,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
103,moral,nate-standards,5,6634,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
103,moral,nate-calm,1,5978,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
103,moral,nate-upset,1,14427,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
103,moral,manipulation_check_justin,7,5996,<p>How quickly did Justin make his decision?</p><br>,23
103,moral,manipulation_check_nate,1,2594,<p>How quickly did Nate make his decision?</p><br>,24
99,moral,vignette,0,36388,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
99,moral,manipulation_check_justin,6,3664,<p>How quickly did Justin make his decision?</p><br>,3
99,moral,manipulation_check_nate,2,3688,<p>How quickly did Nate make his decision?</p><br>,4
99,moral,justin-conflicted,5,5248,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
99,moral,justin-reservations,6,2594,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
99,moral,justin-certain,5,3290,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
99,moral,justin-far,2,4504,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
99,moral,justin-principles,5,3728,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
99,moral,justin-deep,5,2699,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
99,moral,justin-standards,3,2322,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
99,moral,justin-calm,4,2042,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
99,moral,justin-upset,5,21915,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
99,moral,nate-conflicted,5,3531,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
99,moral,nate-reservations,3,3756,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
99,moral,nate-certain,5,3036,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
99,moral,nate-far,4,5549,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
99,moral,nate-principles,3,2204,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
99,moral,nate-deep,5,2752,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
99,moral,nate-standards,3,2482,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
99,moral,nate-calm,5,2189,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
99,moral,nate-upset,5,3051,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
99,moral,manipulation_check_justin,6,4079,<p>How quickly did Justin make his decision?</p><br>,23
99,moral,manipulation_check_nate,2,2901,<p>How quickly did Nate make his decision?</p><br>,24
114,immoral,vignette,0,64733,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
114,immoral,manipulation_check_justin,7,18759,<p>How quickly did Justin make his decision?</p><br>,3
114,immoral,manipulation_check_nate,1,9447,<p>How quickly did Nate make his decision?</p><br>,4
114,immoral,justin-conflicted,6,11832,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
114,immoral,justin-reservations,1,9698,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
114,immoral,justin-certain,1,7065,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
114,immoral,justin-far,1,8316,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
114,immoral,justin-principles,3,10681,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
114,immoral,justin-deep,3,11300,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
114,immoral,justin-standards,3,5431,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
114,immoral,justin-calm,7,47432,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
114,immoral,justin-upset,7,23199,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
114,immoral,nate-conflicted,1,5432,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
114,immoral,nate-reservations,7,10815,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
114,immoral,nate-certain,7,5898,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
114,immoral,nate-far,7,5531,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
114,immoral,nate-principles,7,4566,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
114,immoral,nate-deep,7,2931,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
114,immoral,nate-standards,7,3648,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
114,immoral,nate-calm,1,3848,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
114,immoral,nate-upset,7,5181,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
114,immoral,manipulation_check_justin,7,5647,<p>How quickly did Justin make his decision?</p><br>,23
114,immoral,manipulation_check_nate,1,2633,<p>How quickly did Nate make his decision?</p><br>,24
152,immoral,vignette,0,41353,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
152,immoral,manipulation_check_justin,7,15383,<p>How quickly did Justin make his decision?</p><br>,3
152,immoral,manipulation_check_nate,1,3955,<p>How quickly did Nate make his decision?</p><br>,4
152,immoral,justin-conflicted,6,12780,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
152,immoral,justin-reservations,4,9361,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
152,immoral,justin-certain,1,6730,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
152,immoral,justin-far,3,14264,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
152,immoral,justin-principles,4,9765,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
152,immoral,justin-deep,5,8753,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
152,immoral,justin-standards,4,7258,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
152,immoral,justin-calm,5,10386,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
152,immoral,justin-upset,1,11399,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
152,immoral,nate-conflicted,7,8699,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
152,immoral,nate-reservations,7,11567,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
152,immoral,nate-certain,2,4486,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
152,immoral,nate-far,6,9182,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
152,immoral,nate-principles,4,10028,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
152,immoral,nate-deep,5,5123,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
152,immoral,nate-standards,5,4978,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
152,immoral,nate-calm,2,6029,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
152,immoral,nate-upset,5,4285,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
152,immoral,manipulation_check_justin,7,5869,<p>How quickly did Justin make his decision?</p><br>,23
152,immoral,manipulation_check_nate,1,3554,<p>How quickly did Nate make his decision?</p><br>,24
81,moral,vignette,0,36703,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
81,moral,manipulation_check_justin,7,5054,<p>How quickly did Justin make his decision?</p><br>,3
81,moral,manipulation_check_nate,1,5687,<p>How quickly did Nate make his decision?</p><br>,4
